Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,Seagate,ST3500412AS 500GB,353,47.4,1903,https://hdd.userbenchmark.com/SpeedTest/5332/ST3500412AS
HDD,WD5000BPKT,WD,Black 2.5" 500GB (2011),354,47.4,8916,https://hdd.userbenchmark.com/SpeedTest/2036/WDC-WD5000BPKT-60PK4T0
HDD,WD15EARX,WD,Green 1.5TB (2011),355,47.4,5121,https://hdd.userbenchmark.com/SpeedTest/4721/WDC-WD15EARX-22PASB0
HDD,,Seagate,ST3500320NS 500GB,356,47.3,3030,https://hdd.userbenchmark.com/SpeedTest/507/ST3500320NS
HDD,WD5000AAKS,WD,Blue 500GB (2008),357,47.1,142295,https://hdd.userbenchmark.com/SpeedTest/1305/WDC-WD5000AAKS-00YGA0
HDD,ST320DM000,Seagate,Barracuda 7200.14 320GB,358,47.1,1850,https://hdd.userbenchmark.com/SpeedTest/2924/ST320DM000-1BD14C
HDD,,Toshiba,MK3261GSY 320GB,359,47,394,https://hdd.userbenchmark.com/SpeedTest/694/TOSHIBA-MK3261GSY
HDD,ST9750420AS,Seagate,Momentus 2.5" 750GB (2010),360,47,14316,https://hdd.userbenchmark.com/SpeedTest/922/ST9750420AS
HDD,,Samsung,HM250HJ 250GB,361,46.9,339,https://hdd.userbenchmark.com/SpeedTest/11688/SAMSUNG-HM250HJ
HDD,HM640JJ,Samsung,Spinpoint MP4 2.5" 640GB,362,46.8,581,https://hdd.userbenchmark.com/SpeedTest/2214/SAMSUNG-HM640JJ
HDD,,Seagate,ST1000LM014-SSHD-8GB 1TB,363,46.8,13443,https://hdd.userbenchmark.com/SpeedTest/6737/ST1000LM014-SSHD-8GB
HDD,,Hitachi,HDT721064SLA360 640GB,364,46.7,2770,https://hdd.userbenchmark.com/SpeedTest/6072/Hitachi-HDT721064SLA360
HDD,,Samsung,HD153WI 1.5TB,365,46.7,772,https://hdd.userbenchmark.com/SpeedTest/1489/SAMSUNG-HD153WI
HDD,ST500LX005,Seagate,SSHD 500GB,366,46.7,153,https://hdd.userbenchmark.com/SpeedTest/5338/ST500LX005-1CW162
HDD,,Hitachi,HTS72755 500GB,367,46.5,57,https://hdd.userbenchmark.com/SpeedTest/2252/Hitachi-HTS72755
HDD,,Toshiba,MQ02ABF100 1TB,368,46.5,5228,https://hdd.userbenchmark.com/SpeedTest/11528/TOSHIBA-MQ02ABF100
HDD,ST3500320AS,Seagate,Barracuda 7200.11 500GB,369,46.3,21424,https://hdd.userbenchmark.com/SpeedTest/137/ST3500320AS
HDD,WD10JPVT,WD,Blue 2.5" 1TB (2011),370,46.3,12988,https://hdd.userbenchmark.com/SpeedTest/1109/WDC-WD10JPVT-75
HDD,,Maxtor,STM3160813AS 160GB,371,46.3,798,https://hdd.userbenchmark.com/SpeedTest/7161/MAXTOR-STM3160813AS
HDD,ST500LM000,Seagate,Laptop Thin SSHD 2.5" 500GB,372,46.3,21348,https://hdd.userbenchmark.com/Seagate-Laptop-Thin-SSHD-25--500GB/Rating/1803
HDD,,Seagate,STM3320418AS 320GB,373,46.3,565,https://hdd.userbenchmark.com/SpeedTest/5696/STM3320418AS
HDD,,Apple,HDD HTS545050A7E362 500GB,374,46.1,2081,https://hdd.userbenchmark.com/SpeedTest/7208/APPLE-HDD-HTS545050A7E362
HDD,,Samsung,HD502HI 500GB,375,46.1,15422,https://hdd.userbenchmark.com/SpeedTest/1270/SAMSUNG-HD502HI
HDD,,Toshiba,MQ01ABD100 1TB,376,46.1,216733,https://hdd.userbenchmark.com/SpeedTest/784/TOSHIBA-MQ01ABD100
HDD,,Hitachi,HTS725050A9A362 500GB,377,46.1,364,https://hdd.userbenchmark.com/SpeedTest/5508/Hitachi-HTS725050A9A362
HDD,,Samsung,HD103SI 1TB,378,46.1,27585,https://hdd.userbenchmark.com/SpeedTest/1110/SAMSUNG-HD103SI
HDD,WD20EADS,WD,Green 2TB (2009),379,46.1,8930,https://hdd.userbenchmark.com/SpeedTest/1732/WDC-WD20EADS-11R6B1
HDD,,Seagate,ST3250310NS 250GB,380,46.1,986,https://hdd.userbenchmark.com/SpeedTest/1947/ST3250310NS
HDD,ST95005620AS,Seagate,Momentus XT SSHD 2.5" 500GB,381,46,4262,https://hdd.userbenchmark.com/Seagate-Momentus-XT-SSHD-25--500GB/Rating/1800
HDD,WD3200AAKX,WD,Blue 320GB (2010),382,46,9105,https://hdd.userbenchmark.com/SpeedTest/2995/WDC-WD3200AAKX-001CA0
HDD,,Seagate,ST3500620AS 500GB,383,46,4101,https://hdd.userbenchmark.com/SpeedTest/3388/ST3500620AS
HDD,HD203WI,Samsung,Spinpoint F3 2TB,384,46,2965,https://hdd.userbenchmark.com/SpeedTest/640/SAMSUNG-HD203WI
HDD,,Seagate,ST31000322CS 1TB,385,46,2022,https://hdd.userbenchmark.com/SpeedTest/6933/ST31000322CS
HDD,,WD,WD15EURS-63S48Y0 1.5TB,386,45.9,365,https://hdd.userbenchmark.com/SpeedTest/7870/WDC-WD15EURS-63S48Y0
HDD,,Toshiba,MK6461GSY 640GB,387,45.9,686,https://hdd.userbenchmark.com/SpeedTest/3150/TOSHIBA-MK6461GSY
HDD,ST1000LX015,Seagate,FireCuda 2.5" 1TB,388,45.8,68981,https://hdd.userbenchmark.com/SpeedTest/193028/ST1000LX015-1U7172
HDD,,Seagate,ST3160813AS 160GB,389,45.8,3262,https://hdd.userbenchmark.com/SpeedTest/2850/ST3160813AS
HDD,,Seagate,ST3500312CS 500GB,390,45.7,53184,https://hdd.userbenchmark.com/SpeedTest/1659/ST3500312CS
HDD,,Seagate,ST3750330AS 750GB,391,45.7,2901,https://hdd.userbenchmark.com/SpeedTest/1776/ST3750330AS
HDD,,Samsung,HD321HJ 320GB,392,45.6,3512,https://hdd.userbenchmark.com/SpeedTest/6799/SAMSUNG-HD321HJ
HDD,,Samsung,HD105SI 1TB,393,45.6,3990,https://hdd.userbenchmark.com/SpeedTest/2699/SAMSUNG-HD105SI
HDD,,Seagate,ST3750330SV 750GB,394,45.6,113,https://hdd.userbenchmark.com/SpeedTest/10527/ST3750330SV
HDD,,Samsung,HD161GJ 160GB,395,45.5,10191,https://hdd.userbenchmark.com/SpeedTest/2493/SAMSUNG-HD161GJ
HDD,,WD,WD6400AARS-00Y5B1 640GB,396,45.5,2205,https://hdd.userbenchmark.com/SpeedTest/1604/WDC-WD6400AARS-00Y5B1
HDD,,Samsung,HD322HJ 320GB,397,45.5,29507,https://hdd.userbenchmark.com/SpeedTest/1377/SAMSUNG-HD322HJ
HDD,HD154UI,Samsung,Spinpoint F2 1TB,398,45.5,17613,https://hdd.userbenchmark.com/SpeedTest/1306/SAMSUNG-HD154UI
HDD,,Seagate,ST310005 1TB,399,45.4,14,https://hdd.userbenchmark.com/SpeedTest/1342/ST310005
HDD,,Maxtor,STM31000340AS 1TB,400,45.4,508,https://hdd.userbenchmark.com/SpeedTest/99/MAXTOR-STM31000340AS
HDD,ST500LX003,Seagate,Momentus XT 7200 RPM 2.5" 500GB,401,45.4,1103,https://hdd.userbenchmark.com/SpeedTest/7156/ST500LX003-1AC15G
HDD,,Seagate,ST3750630AS 750GB,402,45.4,1565,https://hdd.userbenchmark.com/SpeedTest/3071/ST3750630AS
HDD,,Maxtor,STM3500320AS 500GB,403,45.3,3249,https://hdd.userbenchmark.com/SpeedTest/2192/MAXTOR-STM3500320AS
HDD,,Hitachi,HTS541515A9E630 1.5TB,404,45.3,1818,https://hdd.userbenchmark.com/SpeedTest/9932/HGST-HTS541515A9E630
HDD,,Hitachi,HDS5C1050CLA382 500GB,405,45.1,1842,https://hdd.userbenchmark.com/SpeedTest/4543/Hitachi-HDS5C1050CLA382
HDD,,Toshiba,MK3261GSYN 320GB,406,45,4033,https://hdd.userbenchmark.com/SpeedTest/30/TOSHIBA-MK3261GSYN
HDD,,Seagate,FreeAgent XTreme 1TB,407,45,47,https://hdd.userbenchmark.com/SpeedTest/2882/Seagate-FreeAgent-XTreme
HDD,,Samsung,MZMPC064HBDR-000 1TB,408,44.8,9,https://hdd.userbenchmark.com/SpeedTest/1769/SAMSUNG-MZMPC064HBDR-000
HDD,ST500LX025,Seagate,FireCuda 2.5" 500GB,409,44.8,1714,https://hdd.userbenchmark.com/SpeedTest/208729/ST500LX025-1U717D
HDD,WD10JPVX,WD,Blue 2.5" 1TB (2004),410,44.8,156875,https://hdd.userbenchmark.com/SpeedTest/3140/WDC-WD10JPVX-22JC3T0
HDD,,Toshiba,MQ01ABD050 500GB,411,44.6,13785,https://hdd.userbenchmark.com/SpeedTest/924/TOSHIBA-MQ01ABD050
HDD,WD10SPCX,WD,Blue 2.5" 1TB (2013),412,44.6,42461,https://hdd.userbenchmark.com/SpeedTest/3227/WDC-WD10SPCX-22HWST0
HDD,,Seagate,ST3250312CS 250GB,413,44.5,1708,https://hdd.userbenchmark.com/SpeedTest/3255/ST3250312CS
HDD,,Seagate,ST320LT009-9WC142 320GB,414,44.4,610,https://hdd.userbenchmark.com/SpeedTest/4704/ST320LT009-9WC142
HDD,,WD,WD6400AADS-00M2B0 640GB,415,44.3,1016,https://hdd.userbenchmark.com/SpeedTest/10673/WDC-WD6400AADS-00M2B0
HDD,,Seagate,ST3320418AS 320GB,416,44.3,19394,https://hdd.userbenchmark.com/SpeedTest/168/ST3320418AS
HDD,,WD,WD10EURS-630AB1 1TB,417,44.3,1761,https://hdd.userbenchmark.com/SpeedTest/5849/WDC-WD10EURS-630AB1
HDD,,Seagate,ST500LM000-SSHD-8GB 500GB,418,44.2,7611,https://hdd.userbenchmark.com/SpeedTest/9154/ST500LM000-SSHD-8GB
HDD,WD3200AAKS,WD,Blue 320GB (2008),419,44.2,46592,https://hdd.userbenchmark.com/SpeedTest/1186/WDC-WD3200AAKS-00B3A0
HDD,WD3200AAJS,WD,Blue 320GB (2007),420,44.2,69807,https://hdd.userbenchmark.com/SpeedTest/804/WDC-WD3200AAJS-00L7A0
HDD,,Toshiba,MQ01ABD0 500GB,421,44.2,329,https://hdd.userbenchmark.com/SpeedTest/11593/TOSHIBA-MQ01ABD0
HDD,,Samsung,MMCRE28G8MXP-0VBL1 128GB,422,44.2,38,https://hdd.userbenchmark.com/SpeedTest/5433/SAMSUNG-MMCRE28G8MXP-0VBL1
HDD,,WD,WD10EADX-00TDHB0 1TB,423,44.1,7066,https://hdd.userbenchmark.com/SpeedTest/1049/WDC-WD10EADX-00TDHB0
HDD,,Samsung,HM320HJ 320GB,424,44.1,650,https://hdd.userbenchmark.com/SpeedTest/2116/SAMSUNG-HM320HJ
HDD,,Hitachi,HTS725032A7E630 320GB,425,44.1,6877,https://hdd.userbenchmark.com/SpeedTest/5008/HGST-HTS725032A7E630
HDD,,Toshiba,MK7559GSXF 750GB,426,44.1,959,https://hdd.userbenchmark.com/SpeedTest/2028/TOSHIBA-MK7559GSXF
HDD,,Hitachi,HTS541010A9 1TB,427,44.1,260,https://hdd.userbenchmark.com/SpeedTest/6753/HGST-HTS541010A9
HDD,,Toshiba,MQ01ABF050 500GB,428,44,76191,https://hdd.userbenchmark.com/SpeedTest/2789/TOSHIBA-MQ01ABF050
HDD,,Seagate,ST31500541AS 1.5TB,429,43.9,5946,https://hdd.userbenchmark.com/SpeedTest/667/ST31500541AS
HDD,HD753LJ,Samsung,Spinpoint F1 750GB,430,43.8,18272,https://hdd.userbenchmark.com/SpeedTest/1245/SAMSUNG-HD753LJ
HDD,WD7500LPCX,WD,Blue 2.5" 750GB (2013),431,43.8,772,https://hdd.userbenchmark.com/SpeedTest/7349/WDC-WD7500LPCX-80HWST0
HDD,WD5000BEKT,WD,Black 2.5" 500GB (2010),432,43.8,3432,https://hdd.userbenchmark.com/SpeedTest/2241/WDC-WD5000BEKT-22KA9T0
HDD,,WD,WD8000AARS-00Y5B1 800GB,433,43.7,825,https://hdd.userbenchmark.com/SpeedTest/3653/WDC-WD8000AARS-00Y5B1
HDD,ST3320413AS,Seagate,Barracuda 7200.12 320GB,434,43.7,4547,https://hdd.userbenchmark.com/SpeedTest/3234/ST3320413AS
HDD,,Samsung,HN-M101MBB 1TB,435,43.7,2402,https://hdd.userbenchmark.com/SpeedTest/2830/SAMSUNG-HN-M101MBB
HDD,WD15EARS,WD,Green 1.5TB (2010),436,43.7,25556,https://hdd.userbenchmark.com/SpeedTest/1144/WDC-WD15EARS-00MVWB0
HDD,WD5000LPVT,WD,Blue 2.5" 500GB (2012),437,43.6,9922,https://hdd.userbenchmark.com/SpeedTest/241/WDC-WD5000LPVT-22G33T0
HDD,WD7500BPVX,WD,Blue 2.5" 750GB,438,43.5,10119,https://hdd.userbenchmark.com/SpeedTest/3028/WDC-WD7500BPVX-75JC3T0
HDD,,Seagate,ST750LM000-1EJ16G 750GB,439,43.5,881,https://hdd.userbenchmark.com/SpeedTest/10621/ST750LM000-1EJ16G
HDD,,Hitachi,HDT721032SLA360 320GB,440,43.5,3533,https://hdd.userbenchmark.com/SpeedTest/3078/Hitachi-HDT721032SLA360
HDD,,Samsung,HD502IJ 500GB,441,43.5,18079,https://hdd.userbenchmark.com/SpeedTest/111/SAMSUNG-HD502IJ
HDD,,,OCZ-AGILITY3 60GB,442,43.5,43,https://hdd.userbenchmark.com/SpeedTest/2437/OCZ-AGILITY3
HDD,,Seagate,ST3250410AS 250GB,443,43.5,14922,https://hdd.userbenchmark.com/SpeedTest/456/ST3250410AS
HDD,WD2500AAKS,WD,Blue 250GB (2008),444,43.4,7941,https://hdd.userbenchmark.com/SpeedTest/2143/WDC-WD2500AAKS-00L6A0
HDD,WD5000LPCX,WD,Blue 2.5" 500GB (2013),445,43.4,44222,https://hdd.userbenchmark.com/SpeedTest/6849/WDC-WD5000LPCX-24C6HT0
HDD,,WD,WD3200AVJS-63WDA0 320GB,446,43.3,5066,https://hdd.userbenchmark.com/SpeedTest/11043/WDC-WD3200AVJS-63WDA0
HDD,,Seagate,ST500LT032-1E9142 500GB,447,43.2,1003,https://hdd.userbenchmark.com/SpeedTest/12252/ST500LT032-1E9142
HDD,WD15EADS,WD,Green 1.5TB (2009),448,43.2,10539,https://hdd.userbenchmark.com/SpeedTest/2529/WDC-WD15EADS-22P8B0
HDD,,Samsung,HD503HI 500GB,449,43.2,5487,https://hdd.userbenchmark.com/SpeedTest/4359/SAMSUNG-HD503HI
HDD,WD10EARS,WD,Green 1TB (2010),450,43.2,91687,https://hdd.userbenchmark.com/SpeedTest/1117/WDC-WD10EARS-00Y5B1
HDD,,Toshiba,MQ01ABD075 750GB,451,43.1,29893,https://hdd.userbenchmark.com/SpeedTest/869/TOSHIBA-MQ01ABD075
HDD,,Seagate,ST500LX012-SSHD-8GB 500GB,452,43,794,https://hdd.userbenchmark.com/SpeedTest/12260/ST500LX012-SSHD-8GB
HDD,,Hitachi,HDT721032SLA380 320GB,453,42.9,2943,https://hdd.userbenchmark.com/SpeedTest/4609/Hitachi-HDT721032SLA380
HDD,HM500JJ,Samsung,Spinpoint MP4 2.5" 500GB,454,42.9,816,https://hdd.userbenchmark.com/SpeedTest/1178/SAMSUNG-HM500JJ
HDD,ST320LT007,Seagate,Momentus Thin 7200 2.5" 320GB,455,42.9,9234,https://hdd.userbenchmark.com/SpeedTest/1923/ST320LT007-9ZV142
HDD,HTS541010A9E680,HGST,Travelstar 5K1000 2.5" 1TB,456,42.7,91443,https://hdd.userbenchmark.com/SpeedTest/72/HGST-HTS541010A9E680
HDD,WD3200BEKX,WD,Black 2.5" 320GB (2013),457,42.7,2739,https://hdd.userbenchmark.com/SpeedTest/6418/WDC-WD3200BEKX-00B7WT0
HDD,HTS727550A9E364,HGST,Travelstar 7K750 2.5" 500GB,458,42.7,7092,https://hdd.userbenchmark.com/SpeedTest/789/Hitachi-HTS727550A9E364
HDD,WD10J31X,WD,Blue SSHD 1TB (2015),459,42.6,669,https://hdd.userbenchmark.com/SpeedTest/31760/WDC-WD10J31X-00U3VT0
HDD,,WD,WD10JPCX-24UE4T0 1TB,460,42.5,26494,https://hdd.userbenchmark.com/SpeedTest/11224/WDC-WD10JPCX-24UE4T0
HDD,WD10EADS,WD,Green 1TB (2009),461,42.5,73941,https://hdd.userbenchmark.com/SpeedTest/362/WDC-WD10EADS-00L5B1
HDD,,WD,WD10EVDS-63N5B1 1TB,462,42.5,1796,https://hdd.userbenchmark.com/SpeedTest/4828/WDC-WD10EVDS-63N5B1
HDD,,WD,WD15EVDS-73V9B1 1.5TB,463,42.4,1399,https://hdd.userbenchmark.com/SpeedTest/6540/WDC-WD15EVDS-73V9B1
HDD,,Hitachi,HTS725050A9A364 500GB,464,42.4,5304,https://hdd.userbenchmark.com/SpeedTest/1690/Hitachi-HTS725050A9A364
HDD,,Hitachi,HTS545050A7E380 500GB,465,42.4,47171,https://hdd.userbenchmark.com/SpeedTest/664/Hitachi-HTS545050A7E380
HDD,,Seagate,ST500LM012 HN-M500MBB 500GB,466,42.3,21785,https://hdd.userbenchmark.com/SpeedTest/2104/ST500LM012-HN-M500MBB
HDD,ST9500420AS,Seagate,Momentus 2.5" 500GB,467,42.3,31905,https://hdd.userbenchmark.com/SpeedTest/785/ST9500420AS
HDD,,Hitachi,HTS725050A9A360 500GB,468,42.3,877,https://hdd.userbenchmark.com/SpeedTest/416/Hitachi-HTS725050A9A360
HDD,WD5000LPVX,WD,Blue 2.5" 500GB,469,42.1,48830,https://hdd.userbenchmark.com/SpeedTest/1040/WDC-WD5000LPVX-22V0TT0
HDD,,Samsung,HD252HJ 250GB,470,42,4824,https://hdd.userbenchmark.com/SpeedTest/2959/SAMSUNG-HD252HJ
HDD,,Hitachi,HTS725032A9A360 320GB,471,42,480,https://hdd.userbenchmark.com/SpeedTest/5927/Hitachi-HTS725032A9A360
HDD,,Samsung,HD250HJ 250GB,472,41.9,8277,https://hdd.userbenchmark.com/SpeedTest/2247/SAMSUNG-HD250HJ
HDD,,Hitachi,HDP72505 500GB,473,41.9,269,https://hdd.userbenchmark.com/SpeedTest/5536/Hitachi-HDP72505
HDD,HDP725050GLA360,Hitachi,Deskstar P7K500 500GB,474,41.9,27820,https://hdd.userbenchmark.com/SpeedTest/745/Hitachi-HDP725050GLA360
HDD,,Toshiba,MK5061GSYN 500GB,475,41.9,4602,https://hdd.userbenchmark.com/SpeedTest/2032/TOSHIBA-MK5061GSYN
HDD,,Toshiba,MK5061GSY 500GB,476,41.8,1539,https://hdd.userbenchmark.com/SpeedTest/2829/TOSHIBA-MK5061GSY
HDD,ST1000LM024,Seagate,Momentus 2.5" 1TB,477,41.8,197335,https://hdd.userbenchmark.com/SpeedTest/130/ST1000LM024-HN-M101MBB
HDD,WD7500AAKS,WD,Blue 750GB (2008),478,41.8,3038,https://hdd.userbenchmark.com/SpeedTest/2292/WDC-WD7500AAKS-00RBA0
HDD,,Toshiba,MQ01ABD064 640GB,479,41.6,371,https://hdd.userbenchmark.com/SpeedTest/8271/TOSHIBA-MQ01ABD064
HDD,,Hitachi,HTS545050A7E3800 500GB,480,41.6,479,https://hdd.userbenchmark.com/SpeedTest/6179/HGST-HTS545050A7E3800
HDD,WD5000AADS,WD,Green 500GB (2009),481,41.6,42127,https://hdd.userbenchmark.com/SpeedTest/1125/WDC-WD5000AADS-00S9B0
HDD,,Samsung,HN-M500MBB 500GB,482,41.6,2974,https://hdd.userbenchmark.com/SpeedTest/4774/SAMSUNG-HN-M500MBB
HDD,,Toshiba,MK5056GSY 500GB,483,41.6,2165,https://hdd.userbenchmark.com/SpeedTest/2645/TOSHIBA-MK5056GSY
HDD,,Seagate,ST3160318AS 160GB,484,41.5,10288,https://hdd.userbenchmark.com/SpeedTest/1676/ST3160318AS
HDD,,Maxtor,STM3250310AS 250GB,485,41.4,8291,https://hdd.userbenchmark.com/SpeedTest/1239/MAXTOR-STM3250310AS
HDD,,WD,WD75 00AARS-00Y5B 750GB,486,41.4,2085,https://hdd.userbenchmark.com/SpeedTest/1693/WDC-WD75-00AARS-00Y5B
HDD,,Hitachi,HDT721032SLA 320GB,487,41.3,496,https://hdd.userbenchmark.com/SpeedTest/6947/Hitachi-HDT721032SLA
HDD,,Seagate,ST500LM0 ST500LM012 HN-M5 500GB,488,41.2,171,https://hdd.userbenchmark.com/SpeedTest/9065/ST500LM0-ST500LM012-HN-M5
HDD,,WD,WD10EAVS-00D7B1 1TB,489,41.2,21582,https://hdd.userbenchmark.com/SpeedTest/256/WDC-WD10EAVS-00D7B1
HDD,,Seagate,ST3250310AS 250GB,490,41.2,23753,https://hdd.userbenchmark.com/SpeedTest/205/ST3250310AS
HDD,,Hitachi,HTS725025A9A364 250GB,491,41.1,1717,https://hdd.userbenchmark.com/SpeedTest/6783/Hitachi-HTS725025A9A364
HDD,WD7500AADS,WD,Green 750GB (2009),492,41.1,4051,https://hdd.userbenchmark.com/SpeedTest/3726/WDC-WD7500AADS-00M2B0
HDD,,WD,WD8088AADS-00M2B0 809GB,493,40.8,519,https://hdd.userbenchmark.com/SpeedTest/10079/WDC-WD8088AADS-00M2B0
HDD,,Hitachi,HDT721016SLA380 160GB,494,40.7,2326,https://hdd.userbenchmark.com/SpeedTest/10627/Hitachi-HDT721016SLA380
HDD,,Toshiba,MK2556GSY 250GB,495,40.7,984,https://hdd.userbenchmark.com/SpeedTest/4588/TOSHIBA-MK2556GSY
HDD,,Seagate,ST500LM011 HM501II 500GB,496,40.7,105,https://hdd.userbenchmark.com/SpeedTest/12328/ST500LM011-HM501II
HDD,,Samsung,HM100UI 1TB,497,40.6,662,https://hdd.userbenchmark.com/SpeedTest/5426/SAMSUNG-HM100UI
HDD,WD3200BEKT,WD,Black 2.5" 320GB (2010),498,40.5,15810,https://hdd.userbenchmark.com/SpeedTest/35/WDC-WD3200BEKT-60V5T1
HDD,,Hitachi,HTS545050A7E680 500GB,499,40.5,41963,https://hdd.userbenchmark.com/SpeedTest/2870/HGST-HTS545050A7E680
HDD,WD3200LPVT,WD,Blue 2.5" 320GB (2012),500,40.5,427,https://hdd.userbenchmark.com/SpeedTest/458/WDC-WD3200LPVT-22G33T0
HDD,,Toshiba,MQ01ABF032 320GB,501,40.4,3941,https://hdd.userbenchmark.com/SpeedTest/5425/TOSHIBA-MQ01ABF032
HDD,,Samsung,HN-M101M 1TB,502,40.4,30,https://hdd.userbenchmark.com/SpeedTest/5762/SAMSUNG-HN-M101M
HDD,WD5000BPVX,WD,Blue 2.5" 500GB,503,40.4,1031,https://hdd.userbenchmark.com/SpeedTest/14364/WDC-WD5000BPVX-00JC3T0
HDD,WD1600AAJS,WD,Blue 160GB (2007),504,40.3,39379,https://hdd.userbenchmark.com/SpeedTest/1801/WDC-WD1600AAJS-00YZCA0
HDD,,Seagate,ST3250310CS 250GB,505,40.2,2403,https://hdd.userbenchmark.com/SpeedTest/7048/ST3250310CS
HDD,HTS541075A9E680,HGST,Travelstar 5K1000 2.5" 750GB,506,40.1,16027,https://hdd.userbenchmark.com/SpeedTest/4988/HGST-HTS541075A9E680
HDD,,WD,WD10EVCS-63E0B0 1TB,507,40.1,264,https://hdd.userbenchmark.com/SpeedTest/1803/WDC-WD10EVCS-63E0B0
HDD,,Samsung,HD251HJ 250GB,508,40.1,2198,https://hdd.userbenchmark.com/SpeedTest/615/SAMSUNG-HD251HJ
HDD,,,WL640GSA872 640GB,509,40.1,16,https://hdd.userbenchmark.com/SpeedTest/9895/WL640GSA872
HDD,,Toshiba,MK2561GSYN 250GB,510,40,1645,https://hdd.userbenchmark.com/SpeedTest/3299/TOSHIBA-MK2561GSYN
HDD,,WD,WD1500ADFD-00NLR1 150GB,511,40,1553,https://hdd.userbenchmark.com/SpeedTest/1836/WDC-WD1500ADFD-00NLR1
HDD,,WD,WD740ADFS-00SLR5 74GB,512,40,40,https://hdd.userbenchmark.com/SpeedTest/4376/WDC-WD740ADFS-00SLR5
HDD,,Seagate,ST750LM022 HN-M750MBB 750GB,513,39.9,22735,https://hdd.userbenchmark.com/SpeedTest/434/ST750LM022-HN-M750MBB
HDD,,Hitachi,HTS723232A7A364 320GB,514,39.8,7678,https://hdd.userbenchmark.com/SpeedTest/2190/HITACHI-HTS723232A7A364
HDD,,WD,WD740ADFD-00NLR1 74GB,515,39.8,879,https://hdd.userbenchmark.com/SpeedTest/3613/WDC-WD740ADFD-00NLR1
HDD,ST250LT007,Seagate,Momentus Thin 7200 2.5" 250GB,516,39.8,1012,https://hdd.userbenchmark.com/SpeedTest/5055/ST250LT007-9ZV14C
HDD,WD2500AAJS,WD,Blue 250GB (2007),517,39.8,26404,https://hdd.userbenchmark.com/SpeedTest/1491/WDC-WD2500AAJS-22L7A0
HDD,,Toshiba,MQ01ABD032 320GB,518,39.6,6610,https://hdd.userbenchmark.com/SpeedTest/3087/TOSHIBA-MQ01ABD032
HDD,,WD,WD5000AVDS-63U7B1 500GB,519,39.5,12405,https://hdd.userbenchmark.com/SpeedTest/3450/WDC-WD5000AVDS-63U7B1
HDD,,WD,WD6400AACS-00G8B1 640GB,520,39.4,5831,https://hdd.userbenchmark.com/SpeedTest/2285/WDC-WD6400AACS-00G8B1
HDD,,Samsung,HD103UI 1TB,521,39.4,1032,https://hdd.userbenchmark.com/SpeedTest/5608/SAMSUNG-HD103UI
HDD,WD3200LPCX,WD,Blue 2.5" 320GB (2013),522,39.3,433,https://hdd.userbenchmark.com/SpeedTest/14140/WDC-WD3200LPCX-24C6HT0
HDD,,Toshiba,MK7559GSXP 750GB,523,39.2,4338,https://hdd.userbenchmark.com/SpeedTest/3733/TOSHIBA-MK7559GSXP
HDD,,WD,WD10S21X-24R1BT0-SSHD-8GB 1TB,524,39.1,14570,https://hdd.userbenchmark.com/SpeedTest/12991/WDC-WD10S21X-24R1BT0-SSHD-8GB
HDD,,Toshiba,MK3265GSX H 320GB,525,39.1,639,https://hdd.userbenchmark.com/SpeedTest/6469/TOSHIBA-MK3265GSX-H
HDD,,WD,WD1500AHFD-00RAR5 150GB,526,39.1,757,https://hdd.userbenchmark.com/SpeedTest/1770/WDC-WD1500AHFD-00RAR5
HDD,,Excelstor,Technology J9250S 250GB,527,39.1,1162,https://hdd.userbenchmark.com/SpeedTest/5045/ExcelStor-Technology-J9250S
HDD,,Seagate,ST3320310CS 320GB,528,38.9,3000,https://hdd.userbenchmark.com/SpeedTest/10402/ST3320310CS
HDD,WD3200LPVX,WD,Blue 2.5" 320GB,529,38.9,3631,https://hdd.userbenchmark.com/SpeedTest/3840/WDC-WD3200LPVX-75V0TT0
HDD,,WD,WD1600ADFS-60SLR2 160GB,530,38.9,298,https://hdd.userbenchmark.com/SpeedTest/10871/WDC-WD1600ADFS-60SLR2
HDD,,Seagate,ST640LM001 HN-M640MBB 640GB,531,38.9,775,https://hdd.userbenchmark.com/SpeedTest/2212/ST640LM001-HN-M640MBB
HDD,,Hitachi,HUA721010KLA330 1TB,532,38.8,7864,https://hdd.userbenchmark.com/SpeedTest/3043/Hitachi-HUA721010KLA330
HDD,,Hitachi,HDP725050GLA 500GB,533,38.7,1026,https://hdd.userbenchmark.com/SpeedTest/4070/Hitachi-HDP725050GLA
HDD,WD7500BPVT,WD,Blue 2.5" 750GB (2010),534,38.7,21825,https://hdd.userbenchmark.com/SpeedTest/160/WDC-WD7500BPVT-24HXZT3
HDD,ST500LT012,Seagate,Momentus Thin 5400.9 2.5" 500GB,535,38.7,114468,https://hdd.userbenchmark.com/SpeedTest/1080/ST500LT012-9WS142
HDD,,WD,WD10EACS-00ZJB0 1TB,536,38.7,16645,https://hdd.userbenchmark.com/SpeedTest/1758/WDC-WD10EACS-00ZJB0
HDD,,Hitachi,HTS725032A9A364 320GB,537,38.7,4301,https://hdd.userbenchmark.com/SpeedTest/3403/Hitachi-HTS725032A9A364
